, Mean of the integrated profile, Standard deviation of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
35,122.09375,50.78346149,-0.417075863,1.7968227419999998,105.52577900947718,0.0
36,121.5546875,58.891294,-0.71180853,3.219063545,69.80281758,0.0
37,107.703125,44.72631345,0.390774775,2.598662207,85.01391793,0.0
38,84.546875,35.81045138,2.969175667,1.196488294,228.9704449,0.0
39,126.5625,40.25305695,0.431275602,2.380434783,95.38102129,0.0
40,66.8515625,58.08803796,2.232983407,67.02090301,-0.637751734,1.0
41,100.078125,51.50828352,0.060150662,4.108695652,105.52577900947718,0.0
42,135.265625,50.1224258,-0.398289737,2.705685619,99.26768573,0.0
43,105.2734375,48.25303016,0.450317547,2.418896321,81.51229523,0.0
44,142.96875,41.55849370000001,0.391281115,7.115384615,22.29795865,0.0
45,107.171875,41.14268415,1.514337381,1.316889632,250.5981445,0.0
46,126.2734375,49.21790116,-0.176735487,2.432274247,124.8081583,0.0
47,128.34375,46.15859845,0.130211339,3.647993311000001,105.52577900947718,0.0
48,89.4453125,36.53675559,3.164132145,1.850334448,163.945695,0.0
49,110.0625,41.78960509,0.949607938,1.611204013,170.3712138,0.0
50,98.5234375,46.92896308,0.341512169,1.077759197,224.31259480000003,0.0
51,107.0703125,51.69519797,-0.4006579979999999,1.83277592,117.1317754,0.0
52,131.4765625,55.99497255,-0.596634779,2.857859532,94.30128595,0.0
53,95.6796875,40.81665055,1.4508429369999998,3.606187291,73.62044003,0.0
54,109.3359375,47.86100927,0.266654812,2.219063545,123.2870333,0.0
55,120.59375,55.71389491,-0.232141931,3.531772575,75.91971125,0.0
56,112.5390625,47.18711131,-0.126275519,2.31187291,84.42433287,0.0
57,114.828125,49.34573648,-0.313794504,5.418060201,35.515654100000006,0.0
58,126.1015625,50.90245571,-0.524239396,8.883779264,105.52577900947718,0.0
59,126.2421875,49.27200429999999,-0.147103385,1.4615384619999998,216.9895575,0.0
60,117.2421875,52.80221736,-0.367926062,1.358695652,204.3573271,0.0
61,134.8046875,47.98210255,0.0143677439999999,5.170568562,39.65366837,0.0
62,118.9375,49.80755935,0.036605939,0.7583612040000001,418.4345867,0.0
63,130.21875,45.73957147,0.29734548,5.718227425,38.07241826,0.0
64,103.03125,35.7580711,1.648295446,2.10367893,100.1517883,0.0
65,96.3125,41.47848652,1.158834437,2.574414716,106.2126468,0.0
66,110.2890625,48.79103279,-0.188130235,1.130434783,223.5576777,0.0
67,118.140625,58.5621644,-0.804809152,2.054347826,145.13370690000002,0.0
68,69.2109375,35.25723604,4.435121802,2.345317726,91.75081705,1.0
69,120.03125,55.15148705,-0.361874096,3.170568562,58.5223561,0.0
70,94.5,49.49542277,0.547892636,2.265886288,134.1595321,0.0
71,144.75,42.04276097,0.646575786,2.069397993,150.6634825,0.0
72,119.984375,45.06384089,0.128979534,2.359531773,112.9758503,0.0
73,126.5546875,45.01333285,0.308553175,4.983277592,34.91794317,1.0
74,126.5546875,53.52055805,-0.27756295,16.89632107,7.168551386,0.0
75,130.2265625,36.63805545,1.299277285,17.47826087,6.396015875,0.0
76,128.2890625,55.26514956,-0.443164315,1.846989967,161.8683904,0.0
77,139.140625,43.63838161,0.098468574,4.258361204,45.61077912,0.0
78,128.984375,52.18102271,-0.429864195,1.199832776,183.2836143,1.0
79,95.0078125,37.6525016,1.802161665,2.9506688960000003,66.80014907,0.0
80,95.2890625,47.04006808,0.50311606,4.890468227,44.17721975,0.0
81,105.3125,41.73423168,1.583587725,56.20317726,105.52577900947718,1.0
82,79.0703125,43.38385781,3.885098004,34.2173913,1.680739323,1.0
83,131.7734375,46.85803274,0.272260622,4.265050167,44.06410147,0.0
84,98.5625,40.05323606,1.437456043,3.413879599,105.52577900947718,0.0
85,131.9609375,44.18027741,0.406702378,2.555183946,87.22027034,0.0
86,110.7890625,46.24217034,0.017427097,1.158862876,294.07629330000003,0.0
87,136.0625,42.71668109,0.361931836,3.578595318,60.96025706,0.0
88,118.8046875,46.7792453,0.117742368,2.276755853,117.9152166,0.0
89,128.8125,45.60457591,0.3676260189999999,4.872909699,40.15793412,0.0
90,112.5859375,37.17537141,1.379678654,14.41220736,10.35561243,0.0
91,132.6640625,56.39374374,-0.682348594,3.18729097,75.8111878,0.0
92,124.828125,44.10748756,0.8656753770000001,1.475752508,144.9861215,0.0
93,103.0078125,48.70614952,-0.0105294369999999,0.960702341,359.83111410000004,0.0
94,117.2890625,43.42039274,0.533665705,1.909698997,105.3946846,0.0
95,147.7109375,55.93301691,-0.493051215,2.158862876,101.7108027,0.0
96,115.4609375,58.18490224,-0.478993736,1.5,177.3936502,0.0
97,116.234375,50.75346115,0.091198089,1.641304348,233.89600530000004,0.0
98,148.1171875,46.38217955,0.029699801,2.637123746,87.22365527,0.0
99,101.6328125,42.31187612,1.086732511,0.7759197320000001,363.8950596,0.0
100,93.2734375,34.48770497,3.1082397210000003,2.045150502,110.0131655,0.0
101,133.2734375,48.00857912,-0.1239052319999999,2.7408026760000004,96.51837908,0.0
102,139.890625,38.53675891,1.335937209,1.448996656,180.838643,0.0
103,122.4296875,52.13948893,0.013024589,15.73996656,7.745976362,0.0
104,139.78125,66.88947711,-1.169241732,2.683946488,79.95945791,0.0
105,124.8671875,49.24529976,-0.1608173219999999,2.652173913,93.52595981,0.0
106,134.203125,49.21181251,0.151413844,2.596153846,95.56160728,0.0
107,121.7265625,45.79859353,0.4698786929999999,1.376254181,176.79078,0.0
108,96.8984375,47.00479361,0.529467661,1.039297659,233.5906772,0.0
109,109.6796875,46.94060968,-0.00894943,4.339464883,44.19212674,0.0
110,97.4140625,43.65749638,0.823766476,1.989966555,111.8042062,0.0
111,128.890625,52.09595029,-0.147498257,1.372073579,291.68386580000004,0.0
112,107.625,37.77668759,1.73132566,2.173913043,111.7509017,0.0
113,96.21875,42.14594018,0.970000225,1.464046823,182.5616543,0.0
114,76.5703125,39.10596254,2.1748188180000003,1.868729097,115.6891888,0.0
115,145.8359375,50.62419403,-0.029142406,0.501672241,880.1561192,0.0
116,106.890625,60.36881883,-0.7108086309999999,1.144648829,246.2772252,0.0
117,140.4296875,47.06406598,0.499820383,0.543478261,532.2214245,0.0
118,101.2890625,39.74727828,1.695142493,2.071070234,99.14919639,0.0
119,138.8046875,47.95620701,0.144511739,4.719063545,43.34347306,0.0
120,121.8671875,50.26156134,-0.08782148,8.392976589,18.46770379,0.0
121,86.5625,33.18290929,4.018279676000001,2.364548495,86.85427143,0.0
122,60.296875,46.44508844,4.677566913,99.69816054,-1.173577082,1.0
123,120.7265625,36.47317397,1.223632929,3.061036789,82.29515076,0.0
124,109.4453125,45.58436694,0.324588769,1.595317726,215.8325409,0.0
125,105.8515625,30.57549311,3.899363677,3.260033445,105.52577900947718,0.0
126,119.8046875,44.39208449,0.820881228,3.0117056860000004,63.59336881,0.0
127,123.7109375,49.39717103,-0.274334322,4.110367893,54.05241061,0.0
128,121.1015625,51.76944681,-0.33796855,1.35451505,308.5622582,0.0
129,123.828125,49.61289358,-0.067658364,1.367056856,198.7125278,0.0
130,108.9140625,51.42379485,-0.212734338,3.14548495,83.85962351,0.0
131,128.6328125,43.82027768,0.175957503,1.994983278,104.7606871,0.0
132,61.671875,36.37545304,8.709980861,5.593645485,38.23599074,1.0
133,128.2578125,41.2530768,0.485866888,23.81688963,4.001859336,0.0
134,142.2890625,49.05611461,-0.0961140759999999,15.65133779,8.20273753,0.0
135,151.609375,50.19528028,-0.26863383,5.915551839,34.97496404,0.0
136,141.1953125,41.90652891,0.3921803579999999,2.5484949830000003,95.09153792,0.0
137,110.0234375,41.40830699,0.6033766079999999,0.718227425,508.6851987,0.0
138,133.0703125,56.08993665,-0.405669597,19.85033445,5.41962489,0.0
139,100.9765625,43.2256913,0.515795646,6.6596989970000005,30.19260845,0.0
140,130.3046875,53.43622931,-0.5655648839999999,2.726588629,69.60499262,0.0
141,115.0859375,50.8593384,-0.15021642,1.845317726,117.2032047,0.0
142,79.9375,35.63327755,3.581447394,1.014214047,245.80907940000003,0.0
143,127.8046875,53.55838791,-0.360250434,1.923076923,170.1499551,0.0
144,114.5859375,59.537085,-0.7054727279999999,3.777591973,60.45059899,1.0
145,130.9375,52.4000164,-0.558537431,4.762541806000001,44.34794277,0.0
146,108.90625,48.72650676,0.279033174,103.0936455,-1.903601932,0.0
147,114.5546875,50.90490653,-0.2611582289999999,2.672240803,81.24054453,0.0
148,127.921875,55.65246645,-0.698161438,1.986622074,124.89077659999998,0.0
149,144.0859375,49.2923402,-0.180708288,2.679765886,75.93746199,0.0
150,114.1640625,50.97407082,-0.312988521,1.214882943,218.3875382,0.0
151,115.890625,50.11459281,0.130624868,1.903846154,170.6095746,0.0
152,87.53125,38.65066653,1.557485679,3.081103679,64.38405498,0.0
153,130.78125,47.61613065,-0.114471999,1.898829431,180.1409052,0.0
154,118.0390625,36.17630491,1.711139757,2.178093645,113.6424732,0.0
155,125.3671875,49.26583995,-0.119016489,2.556856187,105.5824476,0.0
156,131.40625,52.96924779,-0.366704922,175.57859530000002,-0.224693974,0.0
157,109.203125,51.11298138,0.055751965,2.070234114,129.8853999,0.0
158,106.5,46.85716327,0.195138691,31.57608696,1.348606691,0.0
159,9.7421875,30.26219953,50.95424904,84.11705686,0.556315962,1.0
160,102.875,43.57590361,1.188921894,4.350334448,44.61361827,0.0
161,95.8828125,48.97346557,0.7309570129999999,1.739130435,174.4031315,0.0
162,130.1015625,49.1820343,0.0117754019999999,2.397993311,101.1514239,0.0
163,135.078125,43.11713866,0.061427247,2.080267559,135.78535569999997,0.0
164,114.9609375,46.56286113,0.119018599,1.793478261,131.2517845,0.0
165,133.4765625,48.63222389,-0.1021447819999999,3.754180602,54.14399937,0.0
166,122.7265625,48.97348052,0.0026086029999999,10.40217391,15.51974367,0.0
167,84.3359375,42.10260483,1.982141691,11.53344482,14.9778981,1.0
168,97.8125,38.59540735,1.814031082,3.320234114,69.13862025,0.0
169,107.546875,45.32001823,0.7418435879999999,1.622073579,199.7906326,0.0
170,118.171875,43.39698819,0.7698094109999999,2.565217391,86.45863399,0.0
171,115.078125,55.9505375,-0.465533862,2.299331104,99.77506737,0.0
172,105.9609375,48.5496528,0.50094631,63.16722408,-1.547940266,0.0
173,109.6171875,37.00593725,1.35308612,1.548494983,183.266663,0.0
174,114.203125,49.44589205,-0.141872468,2.486622074,109.2857195,0.0
175,119.546875,41.53741901,1.049137968,4.216555184,43.06361551,0.0
176,124.2109375,50.14972151,0.144351009,2.248327759,130.21232709999998,0.0
177,95.9296875,49.88693209,-0.321400647,27.05769231,2.8031899260000004,0.0
178,66.4921875,33.84292672,10.99489305,7.834448161,26.9122828,1.0
179,108.125,46.4058186,0.234800176,2.015886288,105.9008688,0.0
180,85.796875,39.86625284,1.452630674,1.6212374580000002,156.557796,0.0
181,121.765625,55.67897443,-0.528603896,12.14882943,11.16470595,0.0
182,136.4453125,54.86628755,-0.588693512,1.852842809,127.1433921,0.0
183,150.25,53.49328229,-0.309404146,2.37541806,116.0802966,0.0
184,95.3671875,45.34225249,1.309664351,25.07441472,1.262354826,0.0
185,143.7109375,47.21959212,0.190579156,1.191471572,371.4528926,0.0
186,122.8125,39.16327002,0.782359685,3.902173913,47.98775704,0.0
187,122.3359375,48.86449333,-0.288818016,119.0326087,-1.512690424,0.0
188,121.171875,48.48197303,-0.132767876,3.699832776,67.71918387,0.0
189,36.46875,39.27287102,14.914644699999998,111.1229097,-0.936103674,1.0
190,111.2109375,44.75639835,0.126347724,0.887123746,358.504497,0.0
191,133.0859375,52.80817694,-0.295598653,4.035117057,48.70415228,0.0
192,137.75,51.56731038,-0.122476171,111.027592,-1.348618574,0.0
193,107.328125,50.27908197,-0.224435364,4.903846154,37.75569403,0.0
194,83.8125,40.59012927,1.617375621,1.977424749,134.24611380000002,0.0
195,121.84375,40.74874183,1.231334637,2.086956522,147.25912,0.0
196,102.59375,52.77849312,0.098896545,147.1856187,-0.130999459,0.0
197,77.984375,37.42262525,2.953030566,1.435618729,244.46142680000003,0.0
198,60.5234375,41.38122401,8.285401672999999,2.420568562,118.6298063,1.0
199,104.015625,47.70727545,0.553664436,102.9214047,-1.159350765,0.0
200,105.2265625,55.72255698,-0.479538943,2.586956522,84.57739566,0.0
201,126.984375,48.37709691,0.38636732,9.857023411,14.82668149,0.0
202,138.34375,56.09066844,-0.286798828,3.259197324,65.33364684,0.0
203,98.46875,40.45134761,0.8868101070000001,1.683946488,227.4718075,0.0
204,138.3359375,49.13045093,-0.226105863,49.89464883,-0.166435935,0.0
205,130.6328125,53.13380384,-0.787813653,142.1856187,-0.923200345,0.0
206,115.78125,48.15241711,-0.072645839,2.268394649,115.7066643,0.0
207,114.484375,44.2146724,0.1491873759999999,1.198160535,178.6200991,0.0
208,98.453125,43.74836772,0.5453689279999999,1.4013377930000002,105.52577900947718,0.0
209,111.0703125,33.78335935,2.310879482,1.699832776,171.0234465,0.0
210,132.09375,46.29498446,0.212466386,2.244147157,118.2008067,0.0
211,133.1328125,53.14225765,0.059228296,3.99916388,54.07947647,0.0
212,117.21875,56.38773935,-0.51490464,2.7633779260000004,92.89865266,0.0
213,144.125,46.05957419,-0.234824956,1.6697324409999998,178.2883233,0.0
214,93.46875,45.98215304,0.323680061,1.275919732,230.49499190000003,0.0
215,106.234375,47.12657232,0.462411635,2.510869565,96.82954146,0.0
216,127.8203125,45.15553565,0.136251307,2.607023411,90.2469822,0.0
217,114.171875,54.38895071,-0.471439018,8.150501672,23.08969583,0.0
218,103.5078125,40.05367416,1.442413744,1.553511706,155.3227666,0.0
219,120.171875,54.39182346,-0.642442876,1.3486622069999998,217.4031374,0.0
220,117.578125,46.88260095,-0.260848326,2.274247492,103.5689514,0.0
221,105.96875,42.85275252,0.924778828,2.12541806,106.9360205,0.0
222,87.671875,41.07084378,1.245056491,2.205685619,125.782002,0.0
223,130.1484375,47.80936915,-0.2015646539999999,2.337792642,98.48469875,0.0
224,120.8515625,46.70320015,0.447279133,1.809364548,201.6532056,0.0
225,83.0390625,46.09270589,3.460698399,59.11956522,-0.177076013,0.0
226,144.5546875,49.36832369,0.003438096,4.556856187,50.59069134,0.0
227,41.7734375,30.20948083,20.28308868,12.72993311,14.13000943,1.0
228,123.9453125,51.22168556,-0.289606488,1.698996656,150.0962823,0.0
229,139.640625,39.27442202,0.862941112,1.717391304,195.5969318,0.0
230,93.734375,45.36165168,0.603970414,0.7642140470000001,369.5528598,0.0
231,128.2265625,57.49323531,-0.429125702,4.14548495,49.72000315,0.0
232,135.46875,47.36690853,-0.05506863,4.212374582,49.36971326,0.0
233,125.9453125,49.80309801,-0.2213782839999999,1.75083612,143.2169707,0.0
234,139.8359375,48.39643862,-0.015617372,2.580267559,94.02279185,0.0
235,101.65625,40.0613665,0.7775626440000001,3.377926421,54.22525788,0.0
236,111.3515625,46.17689998,0.413929451,5.799331104,32.60251571,0.0
237,142.0859375,45.92895794,0.061267439,1.7349498330000002,159.2803401,0.0
238,55.5078125,51.49848239,4.156706332,7.33277592,25.43865862,1.0
239,71.5546875,39.39797119,5.818561927999999,4.835284281,42.25289482,1.0
240,138.3671875,53.7255571,-0.4029391989999999,1.902173913,105.52577900947718,0.0
241,115.5,50.36864104,-0.443382402,3.847826087,56.86715207,0.0
242,118.765625,42.16957663,0.55925885,5.7324414720000005,34.32272154,0.0
243,133.5234375,53.43014786,-0.087891458,1.557692308,128.0259026,0.0
244,110.796875,54.8917058,-0.493729967,1.448160535,143.7556606,0.0
245,116.5390625,52.28167436,-0.433520599,2.12541806,91.01578472,0.0
246,33.328125,42.07862978,12.32436172,101.5953177,-1.330800683,1.0
247,103.0078125,45.64956464,0.696161157,2.054347826,145.4333334,0.0
248,122.6328125,51.64782654,-0.02528834,3.507525084,53.6419203,0.0
249,114.921875,54.09260136,-0.6109394539999999,2.058528428,130.2293738,0.0
250,147.25,50.59659697,-0.362322805,1.6212374580000002,143.9284869,0.0
251,111.140625,43.86676105,0.588207638,1.464046823,156.94753569999995,0.0
252,151.9296875,61.1831502,-0.571877226,75.02591973,-0.008210958,0.0
253,108.890625,46.63911220000001,1.096165284,3.1312709030000003,85.18559416,0.0
254,139.6640625,47.97301933,0.123057192,2.280936455,121.7322717,0.0
255,29.953125,38.36540177,17.81368022,141.4607023,-0.7574972790000001,1.0
256,115.8203125,32.94797831,2.63058637,3.461538462,55.5504988,0.0
257,128.2265625,51.86132573,-0.4768163139999999,1.727424749,162.07512649999998,0.0
258,125.0703125,50.57376784,-0.322090337,2.011705686,103.4500512,0.0
259,148.25,44.53018639,0.052532439,2.961538462,85.78354849,0.0
260,126.46875,46.92729375,-0.103949405,2.674749164,76.30278061,0.0
261,132.6953125,47.29504443,-0.044360135,1.7474916390000002,105.52577900947718,0.0
262,139.1953125,51.79361969,-0.034691034,16.036789300000002,7.80243152,0.0
263,112.5859375,39.1472635,1.5666731719999998,1.377926421,290.0193681,0.0
264,91.25,49.0600716,0.063733372,2.524247492,105.52577900947718,0.0
265,113.4921875,46.84765804,0.009136227,2.428929766,88.79062641,0.0
266,174.25,50.65354134,1.237030944,25.93645485,1.896178137,0.0
267,128.4609375,44.40789315,-0.1695258589999999,4.656354515,46.65180069,0.0
268,118.09375,48.40768235,-0.011905415,132.41471570000002,-1.4434971019999998,0.0
269,133.859375,47.59935897,-0.3779858729999999,1.898829431,140.0004875,0.0
270,18.8515625,35.76968205,27.66574162,63.01755853,0.080799131,1.0
271,82.7890625,40.26506945,1.871258295,1.757525084,142.0079002,0.0
272,115.359375,55.05419693,-0.419988282,3.269230769,78.82876784,0.0
273,90.125,42.90341624,1.105027547,2.301003344,114.2138095,0.0
274,144.7890625,49.46521068,-0.29886941,3.0409699,86.80656206,0.0
275,101.6171875,42.92801407,0.56078363,2.211538462,128.6810132,0.0
276,127.78125,47.14802778,0.299721713,3.781772575,53.62233903,0.0
277,125.609375,49.4465043,-0.087822207,11.27675585,105.52577900947718,0.0
278,133.359375,43.40700087,0.39648982,2.530936455,90.16391681,0.0
279,143.828125,56.15507398,-0.549918126,3.712374582,55.76044216,0.0
280,133.2734375,60.16354207,-0.730157945,2.988294314,77.67475322,0.0
281,126.0625,43.7503125,0.162166454,2.9590301,84.44034542,0.0
282,35.15625,30.237713800000005,24.486690600000003,34.10117057,2.57213265,1.0
283,128.921875,47.81762381,0.0954424469999999,1.530936455,167.07423390000002,0.0
284,86.234375,36.90835025,5.535417171000001,15.17976589,9.113489622,1.0
285,93.5546875,42.5717792,0.988715347,1.139632107,208.7225482,0.0
286,26.578125,31.82363739,31.52984285,134.798495,-1.211265258,1.0
287,127.359375,51.18497924,-0.40646326,3.834448161,54.56052425,0.0
288,115.40625,42.79464728,0.402605084,2.5275919730000003,81.86541120000001,0.0
289,127.109375,53.59749213,-0.580528832,2.460702341,101.1438395,0.0
290,124.28125,50.56832283,-0.014235108,0.7341137120000001,453.9086925,0.0
291,121.359375,59.79767115,-0.696880594,1.632943144,105.52577900947718,0.0
292,111.296875,38.7188099,0.929036337,7.290133779,21.18512014,0.0
293,118.8671875,49.53429543,-0.213549688,2.235785953,101.1355316,0.0
294,45.5390625,29.88020413,26.25011305,32.57274247,3.389580912,1.0
295,129.3125,53.04917383,-0.544251364,2.85451505,83.14328076,0.0
296,134.1328125,46.1719563,-0.009397683,4.820234114,36.94532221,0.0
297,88.25,39.04604653,1.47049275,4.650501672,40.98738839999999,0.0
298,125.0859375,40.09871167,1.011300611,0.908026756,254.1781949,0.0
299,148.1640625,50.12403013,0.141801919,4.107859532,71.48051326,0.0
300,119.1875,49.48638544,-0.273948949,6.975752507999999,26.32192228,0.0
301,87.0625,43.6156419,1.129064733,2.377926421,94.21052206,0.0
302,123.53125,53.34878418,-0.071600995,0.781772575,339.66082620000003,0.0
303,113.484375,40.12012906,0.92227997,1.558528428,189.724442,0.0
304,58.21875,34.92982642,11.69646282,19.09949833,105.52577900947718,1.0
305,84.3046875,38.20556213,3.2473427260000003,55.93143813,-0.6810043840000001,0.0
306,110.1796875,50.86462327,-0.0240759189999999,2.556856187,87.53265385,0.0
307,120.7265625,46.0286451,0.0774015,2.240802676,118.2733024,0.0
308,129.7734375,51.47742449,-0.323532742,11.57943144,11.85690397,0.0
309,107.3046875,47.93803921,-0.124159851,3.498327759,65.33451214,0.0
310,113.96875,45.78651847,0.235490587,20.33361204,5.058425982,0.0
311,126.625,42.08158,0.510049159,1.897157191,121.3865424,0.0
312,121.203125,41.78167948,0.240895345,4.461538462,49.368631,0.0
313,101.0625,49.96150862,0.0508902029999999,4.93729097,39.08537459,0.0
314,106.9140625,44.02609797,0.25520681,3.627090301,105.52577900947718,0.0
315,107.5546875,45.70708517,0.7996530359999999,1.981605351,134.473229,0.0
316,84.25,37.88469348,2.217337953,1.829431438,158.26773740000002,0.0
317,89.921875,45.41503216,0.295845191,6.964882942999999,29.30172472,0.0
318,130.765625,53.61108275,-0.059957328,7.868729097,23.32428341,0.0
319,144.6875,43.27830541,0.800714947,0.7993311040000001,336.69401610000006,0.0
320,112.140625,49.30402088,-0.116391428,0.697324415,373.2043379,0.0
321,53.53125,33.00093216,15.66956787,37.44147157,1.566517028,1.0
322,122.578125,51.53785159,-0.422357514,1.391304348,179.6732358,0.0
323,115.09375,43.19314136,0.847138712,1.4548494980000002,192.5781474,0.0
324,100.7578125,44.01131710000001,0.484877898,1.487458194,147.8307712,0.0
325,128.8828125,52.4126686,-0.572277978,7.602006688999999,18.259125,0.0
326,90.984375,37.12668018,4.112162062,34.18478261,1.078892484,0.0
327,136.1640625,47.35302547,0.172375793,3.214882943,68.20068854,0.0
328,133.28125,50.09942264,-0.027823566,5.102842809,43.2050735,0.0
329,57.9921875,35.42432429,9.774398141,30.82274247,1.928576186,0.0
330,110.1015625,48.708771,0.3434251679999999,1.065217391,230.3871918,0.0
331,121.4765625,46.34246919,0.18534396,12.0819398,9.644188388,0.0
332,82.7578125,37.50369692,2.160988045,2.165551839,103.0009564,0.0
333,114.40625,45.64527589,0.114669323,2.091973244,136.5427469,0.0
334,112.4296875,35.53248593,1.689669757,2.470735786,109.7220446,1.0
335,16.5546875,47.36358843,15.06497082,112.58361200000002,-0.285589629,1.0
336,120.4765625,49.26474475,-0.056021639,3.41722408,67.80819753,0.0
337,17.03125,28.36754789,53.1934326,132.9749164,-1.153211203,1.0
338,134.3984375,59.97178241,-0.646057788,168.73662209999998,-0.007846472,0.0
339,109.21875,46.88465526,0.4173204129999999,1.222408027,240.2034019,0.0
340,130.765625,46.37996678,0.403622871,3.609531773,61.52342886,0.0
341,137.21875,45.39065458,0.134409084,3.204013378,74.0031036,0.0
342,126.8515625,53.12501321,-0.464809459,3.403846154,59.82204584,0.0
343,129.6171875,43.90510383,-0.002689519,5.132943144,38.31655117,0.0
344,60.1484375,49.56342052,4.475835277,7.959866221,26.6515781,1.0
345,124.1328125,60.76586355,-1.18570551,2.12458194,170.9375314,0.0
346,104.75,44.37482394,0.289506104,0.968227425,341.2250598,0.0
347,128.5234375,51.30179773,-0.288825261,3.5652173910000005,60.30353631,0.0
348,122.9453125,43.36785038,0.713727572,3.399665552,59.01409271,0.0
349,81.4921875,51.49150356,0.8123410040000001,2.401337793,113.5054868,0.0
350,102.2265625,44.21860024,0.5532780620000001,1.456521739,270.9024696000001,0.0
351,117.1484375,45.19680745,-0.0006570339999999,3.638795987,48.29588741,0.0
352,110.5703125,41.14222352,0.8635444940000001,3.055183946,68.79820409999999,0.0
353,146.9921875,50.88751322,-0.196808404,115.0894649,-1.22440009,0.0
354,117.3515625,54.76848858,-0.437704335,4.483277592,56.94039839999999,0.0
355,144.3671875,47.78743152,-0.064177109,83.68729097,-1.914268937,0.0
356,143.2109375,41.86653876,0.452241526,1.986622074,133.1920851,0.0
357,80.953125,38.9504612,1.980699648,0.647993311,451.5722655,0.0
358,34.8984375,30.92426228,24.95582131,103.4423077,-0.78513902,1.0
359,150.296875,57.74964277,-0.5687221339999999,11.09949833,18.97526667,0.0
360,133.890625,41.16472898,1.179817903,3.612876254,57.66552885,0.0
361,106.7421875,42.61991284,0.491630578,2.612876254,104.50976690000002,0.0
362,100.890625,36.56548799,1.463629724,1.585284281,198.3949571,0.0
363,98.4375,46.76816993,0.155035971,2.56270903,96.82798572,0.0
364,137.9453125,58.24132293,-0.676629129,4.801839465,42.81991474,0.0
365,65.28125,37.85889458,8.421129231,64.80936455,-0.821381219,1.0
366,135.234375,55.18880723,-0.4596791979999999,1.412207358,221.3496774,0.0
367,115.2265625,47.1648066,0.188177509,2.290133779,126.7177466,0.0
368,136.875,42.29638726,0.301780579,0.904682274,396.5352086,0.0
369,98.3203125,41.64075032,0.77419789,2.256688963,111.4272709,0.0
370,108.453125,48.03235553,0.236921215,2.064381271,121.8257047,0.0
371,107.328125,50.88975667,-0.2021797139999999,37.88461538,105.52577900947718,0.0
372,126.578125,41.28173199,0.480638225,1.566053512,246.447066,0.0
373,104.4140625,40.07815165,1.468677058,1.556856187,105.52577900947718,0.0
